root_uid	eventmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	qnode_type_id	attribute	qnode_attribute_id	start_date_type	start_date	end_date_type	end_date
L0C04CKAO	EVL0C04CVH2.000001	L0C04CVH2	7	10	says	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump says Sweden is ‘paying heavily’ for not ordering coronavirus lockdown as he boasts US made ‘correct decision’	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000002	L0C04CVH2	83	88	boasts	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump says Sweden is ‘paying heavily’ for not ordering coronavirus lockdown as he boasts US made ‘correct decision’	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000003	L0C04CVH2	47	54	ordering	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump says Sweden is ‘paying heavily’ for not ordering coronavirus lockdown as he boasts US made ‘correct decision’	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000004	L0C04CVH2	93	96	made	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump says Sweden is ‘paying heavily’ for not ordering coronavirus lockdown as he boasts US made ‘correct decision’	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000005	L0C04CVH2	183	191	enforcing	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	PRESIDENT Donald Trump said Sweden is paying the price for not enforcing stay-at-home orders the way state and local officials in the United States did.	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000006	L0C04CVH2	143	146	said	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	PRESIDENT Donald Trump said Sweden is paying the price for not enforcing stay-at-home orders the way state and local officials in the United States did.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000007	L0C04CVH2	280	286	tweeted	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump tweeted on Thursday that, "Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown."	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000008	L0C04CVH2	350	363	paying heavily	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump tweeted on Thursday that, "Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown."	disaster	diseaseoutbreak	unspecified	outbreak	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000009	L0C04CVH2	373	380	decision	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump tweeted on Thursday that, "Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown."	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000010	L0C04CVH2	23	36	paying heavily	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump says Sweden is ‘paying heavily’ for not ordering coronavirus lockdown as he boasts US made ‘correct decision’	disaster	diseaseoutbreak	unspecified	outbreak	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000011	L0C04CVH2	566	569	made	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	"The United States made the correct decision!"	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000012	L0C04CVH2	600	604	wrote	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump wrote online.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000013	L0C04CVH2	1092	1097	issued	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Trump administration issued social distancing measures set to expire on May 1, and leaders and local officials in individual states have implemented lockdowns or stay-at-home restrictions.	government	legislate	legislate	process	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000014	L0C04CVH2	1762	1765	said	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Anders Tegnell, the country’s chief epidemiologist and top strategist for the country in the fight against the pandemic, said it "is much more sustainable" over a longer period.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000015	L0C04CVH2	2208	2211	told	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	One local, Johan Mattsson, told The New York Times: "My respect for those who died, but we are doing something right here in Sweden."	contact	discussion	correspondence	Q3030248 | conversation	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000016	L0C04CVH2	2899	2905	embrace	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump previously suggested that the rising number of Swedish deaths is because of the country’s idea to embrace herd immunity.	government	agreements	unspecified	Q321839	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000017	L0C04CVH2	2812	2820	suggested	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump previously suggested that the rising number of Swedish deaths is because of the country’s idea to embrace herd immunity.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000018	L0C04CVH2	3275	3282	strategy	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	But Swedish Health Minister Lena Hallengren recently told The Associated Press: "We have never had a strategy for herd immunity."	government	agreements	unspecified	Q321839	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
