root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	qnode_type_id	arg_status	level
L0C04CKD8	ENL0C04CVH7.000060	L0C04CVH7	31	41	martial law	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	martial law	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000003	L0C04CVH7	46	47	NY	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	NY	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000001	L0C04CVH7	1	5	Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Cuomo	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000001	L0C04CVH7	24	29	impose	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	impose	government	legislate	legislate	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000065	L0C04CVH7	141	151	martial law	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	martial law	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000009	L0C04CVH7	222	234	New York City	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York City	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000005	L0C04CVH7	83	94	Andrew Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrew Cuomo	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000003	L0C04CVH7	134	139	impose	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	impose	government	legislate	legislate	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000005	L0C04CVH7	83	94	Andrew Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrew Cuomo	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000071	L0C04CVH7	739	743	rules	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	rules	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
